time_s,time_min,soc,temp_c,r0_ohm,r1_ohm,c1_f,r2_ohm,c2_f,v1_v,v2_v,q_ohmic_w,q_pol1_w,q_pol2_w,q_gen_w
10.0,0.16666666666666666,0.9916666666666665,26.858955888390504,0.031448044323106786,0.0778864619331325,13.170449877069759,0.014027020385206255,550.1765053554848,0.6970446566559005,0.09533360785154524,2.3803024748159523,6.064288512906335,0.8294023883084435,9.27399337603073
11.0,0.18333333333333332,0.9908333333333331,27.0600874143777,0.031515972503717724,0.07652977940617033,13.575608995010011,0.013902383071108613,561.0972074621499,0.6849430916142412,0.09857875131085317,2.385443958806394,5.959004897043898,0.8576351364044225,9.202083992254714
12.0,0.2,0.9899999999999998,27.259084603322798,0.03158184390634764,0.07520518048399025,13.987978864551682,0.013781529926303538,572.0793811303305,0.6731169110952397,0.10127051633038699,2.3904297652714526,5.856117126528585,0.8810534920743667,9.127600383874404
13.0,0.21666666666666667,0.9891666666666664,27.455895941800033,0.03164566357715219,0.07391177910366294,14.40750178776347,0.013664357673613913,583.119443475736,0.6615637556387758,0.10348963110819843,2.395260276154649,5.7556046740573485,0.9003597906413263,9.051224740853323
14.0,0.23333333333333334,0.9883333333333331,27.650485213529752,0.03170743703583258,0.07264871683886706,14.834113358811033,0.013550766757984726,594.213759980619,0.6502780510158155,0.1053048633801633,2.3999359092421675,5.657419043837594,0.9161523114074207,8.973507264487182
15.0,0.25,0.9874999999999997,27.842828525504498,0.03176717026739518,0.07141516195000697,15.267742455649946,0.013440661197752632,605.358647761287,0.6392531945533431,0.10677487287209046,2.4044571175391405,5.5615027926140845,0.9289413939871869,8.894901304140411
16.0,0.26666666666666666,0.9866666666666664,28.032912122861827,0.03182486971383712,0.0702103084697579,15.708311241639008,0.013333948442512329,616.5503788820255,0.6284823444180802,0.1079497634815744,2.408824388640331,5.467796396437297,0.9391629422896972,8.815783727367325
17.0,0.2833333333333333,0.985833333333333,28.22073066225347,0.031880542265731115,0.06903337532262449,16.155735177071517,0.013230539237258697,627.7851837097893,0.6179587051563508,0.10887238600385686,2.4130382440931877,5.376240734860251,0.9471897582335546,8.736468737186993
18.0,0.3,0.9849999999999997,28.406285796869394,0.03193419525374552,0.06788360547715323,16.609923040699528,0.013130347492492306,639.0592543050892,0.6076756293553465,0.10957943326398387,2.417099238755998,5.286777975391514,0.9533410693966595,8.657218283544172
19.0,0.31666666666666665,0.9841666666666663,28.589584996600948,0.031985836440083605,0.06676026512949827,17.07077696117212,0.013033290160016583,650.3687478431613,0.5976266514508612,0.11010236220292217,2.4210079601499275,5.199351867622492,0.9578905511654229,8.578250378937843
20.0,0.3333333333333333,0.983333333333333,28.770640556141963,0.032035474009864694,0.06566264291709524,17.538192458444144,0.012939287114136498,661.7097900598515,0.5878054962954994,0.11046817147788669,2.424765027806658,5.113907817770844,0.9610730918576141,8.499745937435117
